REPORT_DATE,AGE_GROUP,ENGAGEMENT_CATEGORY,CITYWIDE_COUNT
09/04/2019,18-20 Years,WECARE VOCATIONAL REHABILITAT,10
09/04/2019,18-20 Years,WECARE/CONCURRENT ACTIVITY,9
09/04/2019,18-20 Years,WELLNESS/REHAB PROGRAM,23
09/04/2019,21-24 Years,ACTIVE SINGLE ISSUE CASES,320
09/04/2019,21-24 Years,ASSIGNED JOB SEARCH,1090
09/04/2019,21-24 Years,AWAITING CONCILIATION SCHED.,8
09/04/2019,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,1136
09/04/2019,21-24 Years,CHILD UNDER 3 MONTHS,28
09/04/2019,21-24 Years,CONCILIATION/CONFERENCE,388
09/04/2019,21-24 Years,DASIS CASES,455
09/04/2019,21-24 Years,EDUCATION/TRAINING,274
09/04/2019,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,50
09/04/2019,21-24 Years,EMPLOYMENT- GRANT DIVERSION,243
09/04/2019,21-24 Years,EMPLOYMENT-BUDGETED,807
09/04/2019,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,151
09/04/2019,21-24 Years,FAIR HEARING (CONTESTING),18
09/04/2019,21-24 Years,FAIR HEARING (NOT CONTESTING),27
09/04/2019,21-24 Years,FTR/FTC,11
09/04/2019,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,6
09/04/2019,21-24 Years,NEEDED AT HOME,87
09/04/2019,21-24 Years,NOI ISSUED,344
09/04/2019,21-24 Years,OTHER WORK ACTIVITY,92
09/04/2019,21-24 Years,PENDING SUITABLE WEP ASSIGN.,1
09/04/2019,21-24 Years,PENDING WECARE SCHEDULING/OUT,545
09/04/2019,21-24 Years,RECEIVING SSI,33
09/04/2019,21-24 Years,SANCTION IN EFFECT,458
09/04/2019,21-24 Years,SSI PENDING/APPEALING,56
09/04/2019,21-24 Years,STUDENT OVER AGE 15,1
09/04/2019,21-24 Years,SUBSTANCE ABUSE & JOB SEARCH,5
09/04/2019,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,111
09/04/2019,21-24 Years,SUBSTANCE ABUSE TREATMENT,40
09/04/2019,21-24 Years,TEMP. INCAPACITATED - HEALTH,109
09/04/2019,21-24 Years,TEMPORARILY EXEMPT,185
09/04/2019,21-24 Years,UNDERCARE AWAITING SCHEDULING,4
09/04/2019,21-24 Years,UNENGAGED,8
09/04/2019,21-24 Years,WAGE SUBSIDY,1
09/04/2019,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,327
09/04/2019,21-24 Years,WECARE VOCATIONAL REHABILITAT,76
09/04/2019,21-24 Years,WECARE/COMMUNITY SERVICE,5
09/04/2019,21-24 Years,WECARE/CONCURRENT ACTIVITY,16
09/04/2019,21-24 Years,WELLNESS/REHAB PROGRAM,151
08/05/2019,16-17 Years,ACTIVE SINGLE ISSUE CASES,2
08/05/2019,16-17 Years,ASSIGNED JOB SEARCH,1
08/05/2019,16-17 Years,DASIS CASES,3
08/05/2019,16-17 Years,EMPLOYMENT-BUDGETED,14
08/05/2019,16-17 Years,STUDENT OVER AGE 15,47
08/05/2019,18-20 Years,ACTIVE SINGLE ISSUE CASES,65
08/05/2019,18-20 Years,ASSIGNED JOB SEARCH,245
08/05/2019,18-20 Years,AWAITING CONCILIATION SCHED.,3
08/05/2019,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,337
08/05/2019,18-20 Years,CHILD UNDER 3 MONTHS,9
08/05/2019,18-20 Years,CONCILIATION/CONFERENCE,129
08/05/2019,18-20 Years,DASIS CASES,58
08/05/2019,18-20 Years,EDUCATION/TRAINING,220
08/05/2019,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,27
08/05/2019,18-20 Years,EMPLOYMENT- GRANT DIVERSION,31
08/05/2019,18-20 Years,EMPLOYMENT-BUDGETED,143
08/05/2019,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,48
08/05/2019,18-20 Years,FAIR HEARING (NOT CONTESTING),5
08/05/2019,18-20 Years,FTR/FTC,4
08/05/2019,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,5
08/05/2019,18-20 Years,NEEDED AT HOME,17
08/05/2019,18-20 Years,NOI ISSUED,154
08/05/2019,18-20 Years,OTHER WORK ACTIVITY,53
08/05/2019,18-20 Years,PENDING SUITABLE WEP ASSIGN.,1
08/05/2019,18-20 Years,PENDING WECARE SCHEDULING/OUT,78
08/05/2019,18-20 Years,RECEIVING SSI,14
08/05/2019,18-20 Years,SANCTION IN EFFECT,82
08/05/2019,18-20 Years,SSI PENDING/APPEALING,5
08/05/2019,18-20 Years,STUDENT OVER AGE 15,317
08/05/2019,18-20 Years,SUBSTANCE ABUSE & JOB SEARCH,1
08/05/2019,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,25
08/05/2019,18-20 Years,SUBSTANCE ABUSE TREATMENT,6
08/05/2019,18-20 Years,TEMP. INCAPACITATED - HEALTH,28
08/05/2019,18-20 Years,TEMPORARILY EXEMPT,19
08/05/2019,18-20 Years,UNDERCARE AWAITING SCHEDULING,4
08/05/2019,18-20 Years,UNENGAGED,3
08/05/2019,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,39
08/05/2019,18-20 Years,WECARE VOCATIONAL REHABILITAT,9
08/05/2019,18-20 Years,WECARE/CONCURRENT ACTIVITY,2
08/05/2019,18-20 Years,WELLNESS/REHAB PROGRAM,23
08/05/2019,21-24 Years,ACTIVE SINGLE ISSUE CASES,302
08/05/2019,21-24 Years,ASSIGNED JOB SEARCH,1091
08/05/2019,21-24 Years,AWAITING CONCILIATION SCHED.,9
08/05/2019,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,1063
08/05/2019,21-24 Years,CHILD UNDER 3 MONTHS,24
08/05/2019,21-24 Years,CONCILIATION/CONFERENCE,400
08/05/2019,21-24 Years,DASIS CASES,462
08/05/2019,21-24 Years,EDUCATION/TRAINING,247
08/05/2019,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,45
08/05/2019,21-24 Years,EMPLOYMENT- GRANT DIVERSION,225
08/05/2019,21-24 Years,EMPLOYMENT-BUDGETED,760
08/05/2019,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,157
08/05/2019,21-24 Years,FAIR HEARING (CONTESTING),21
08/05/2019,21-24 Years,FAIR HEARING (NOT CONTESTING),30
08/05/2019,21-24 Years,FTR/FTC,8
08/05/2019,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,4
08/05/2019,21-24 Years,NEEDED AT HOME,90
08/05/2019,21-24 Years,NOI ISSUED,355
08/05/2019,21-24 Years,OTHER WORK ACTIVITY,113
08/05/2019,21-24 Years,PENDING CASAC SCHEDULING/OUT,1
08/05/2019,21-24 Years,PENDING SUITABLE WEP ASSIGN.,2
08/05/2019,21-24 Years,PENDING WECARE SCHEDULING/OUT,672
08/05/2019,21-24 Years,RECEIVING SSI,35
08/05/2019,21-24 Years,SANCTION IN EFFECT,440
08/05/2019,21-24 Years,SSI PENDING/APPEALING,53
08/05/2019,21-24 Years,STUDENT OVER AGE 15,1
08/05/2019,21-24 Years,SUBSTANCE ABUSE & JOB SEARCH,16
08/05/2019,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,122
08/05/2019,21-24 Years,SUBSTANCE ABUSE TREATMENT,50
08/05/2019,21-24 Years,TEMP. INCAPACITATED - HEALTH,112
08/05/2019,21-24 Years,TEMPORARILY EXEMPT,178
08/05/2019,21-24 Years,UNDERCARE AWAITING SCHEDULING,2
08/05/2019,21-24 Years,UNENGAGED,11
08/05/2019,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,239
08/05/2019,21-24 Years,WECARE VOCATIONAL REHABILITAT,56
08/05/2019,21-24 Years,WECARE/COMMUNITY SERVICE,2
08/05/2019,21-24 Years,WECARE/CONCURRENT ACTIVITY,4
08/05/2019,21-24 Years,WELLNESS/REHAB PROGRAM,145
07/03/2019,16-17 Years,DASIS CASES,4
07/03/2019,16-17 Years,EMPLOYMENT-BUDGETED,13
07/03/2019,16-17 Years,STUDENT OVER AGE 15,46
07/03/2019,18-20 Years,ACTIVE SINGLE ISSUE CASES,63
07/03/2019,18-20 Years,ASSIGNED JOB SEARCH,238
07/03/2019,18-20 Years,AWAITING CONCILIATION SCHED.,21
07/03/2019,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,428
07/03/2019,18-20 Years,CHILD UNDER 3 MONTHS,10
07/03/2019,18-20 Years,CONCILIATION/CONFERENCE,106
07/03/2019,18-20 Years,DASIS CASES,55
07/03/2019,18-20 Years,EDUCATION/TRAINING,271
07/03/2019,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,30
07/03/2019,18-20 Years,EMPLOYMENT- GRANT DIVERSION,29
07/03/2019,18-20 Years,EMPLOYMENT-BUDGETED,137
07/03/2019,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,40
07/03/2019,18-20 Years,FAIR HEARING (NOT CONTESTING),7
07/03/2019,18-20 Years,FTR/FTC,6
07/03/2019,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,1
07/03/2019,18-20 Years,NEEDED AT HOME,15
07/03/2019,18-20 Years,NOI ISSUED,135
07/03/2019,18-20 Years,OTHER WORK ACTIVITY,60
07/03/2019,18-20 Years,PENDING SUITABLE WEP ASSIGN.,1
07/03/2019,18-20 Years,PENDING WECARE SCHEDULING/OUT,81
07/03/2019,18-20 Years,RECEIVING SSI,15
07/03/2019,18-20 Years,SANCTION IN EFFECT,81
07/03/2019,18-20 Years,SSI PENDING/APPEALING,2
07/03/2019,18-20 Years,STUDENT OVER AGE 15,295
07/03/2019,18-20 Years,SUBSTANCE ABUSE & JOB SEARCH,6
07/03/2019,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,19
07/03/2019,18-20 Years,SUBSTANCE ABUSE TREATMENT,2
07/03/2019,18-20 Years,TEMP. INCAPACITATED - HEALTH,29
07/03/2019,18-20 Years,TEMPORARILY EXEMPT,21
07/03/2019,18-20 Years,UNDERCARE AWAITING SCHEDULING,6
07/03/2019,18-20 Years,UNENGAGED,8
07/03/2019,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,41
07/03/2019,18-20 Years,WECARE VOCATIONAL REHABILITAT,16
07/03/2019,18-20 Years,WECARE/CONCURRENT ACTIVITY,1
07/03/2019,18-20 Years,WELLNESS/REHAB PROGRAM,21
07/03/2019,21-24 Years,ACTIVE SINGLE ISSUE CASES,291
07/03/2019,21-24 Years,ASSIGNED JOB SEARCH,1129
07/03/2019,21-24 Years,AWAITING CONCILIATION SCHED.,31
07/03/2019,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,1207
07/03/2019,21-24 Years,CHILD UNDER 3 MONTHS,39
07/03/2019,21-24 Years,CONCILIATION/CONFERENCE,306
07/03/2019,21-24 Years,DASIS CASES,465
07/03/2019,21-24 Years,EDUCATION/TRAINING,273
07/03/2019,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,34
07/03/2019,21-24 Years,EMPLOYMENT- GRANT DIVERSION,203
07/03/2019,21-24 Years,EMPLOYMENT-BUDGETED,829
07/03/2019,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,134
07/03/2019,21-24 Years,FAIR HEARING (CONTESTING),15
07/03/2019,21-24 Years,FAIR HEARING (NOT CONTESTING),27
07/03/2019,21-24 Years,FTR/FTC,12
07/03/2019,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,1
07/03/2019,21-24 Years,NEEDED AT HOME,96
07/03/2019,21-24 Years,NOI ISSUED,310
07/03/2019,21-24 Years,OTHER WORK ACTIVITY,116
07/03/2019,21-24 Years,PENDING WECARE SCHEDULING/OUT,674
07/03/2019,21-24 Years,RECEIVING SSI,37
07/03/2019,21-24 Years,SANCTION IN EFFECT,457
07/03/2019,21-24 Years,SSI PENDING/APPEALING,47
07/03/2019,21-24 Years,SUBSTANCE ABUSE & JOB SEARCH,20
07/03/2019,21-24 Years,SUBSTANCE ABUSE CONCURRENT,1
07/03/2019,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,119
07/03/2019,21-24 Years,SUBSTANCE ABUSE TREATMENT,47
07/03/2019,21-24 Years,TEMP. INCAPACITATED - HEALTH,102
07/03/2019,21-24 Years,TEMPORARILY EXEMPT,190
07/03/2019,21-24 Years,UNDERCARE AWAITING SCHEDULING,12
07/03/2019,21-24 Years,UNENGAGED,15
07/03/2019,21-24 Years,WAGE SUBSIDY,1
07/03/2019,21-24 Years,WECARE & SUBSTANCE ABUSE,2
07/03/2019,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,234
07/03/2019,21-24 Years,WECARE VOCATIONAL REHABILITAT,87
07/03/2019,21-24 Years,WECARE/CONCURRENT ACTIVITY,2
07/03/2019,21-24 Years,WELLNESS/REHAB PROGRAM,170
06/05/2019,21-24 Years,WELLNESS/REHAB PROGRAM,146
06/05/2019,21-24 Years,WECARE/CONCURRENT ACTIVITY,3
06/05/2019,21-24 Years,WECARE VOCATIONAL REHABILITAT,74
06/05/2019,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,884
06/05/2019,21-24 Years,WECARE & SUBSTANCE ABUSE,1
06/05/2019,21-24 Years,UNENGAGED,9
06/05/2019,21-24 Years,UNDERCARE AWAITING SCHEDULING,5
06/05/2019,21-24 Years,TEMPORARILY EXEMPT,176
06/05/2019,21-24 Years,TEMP. INCAPACITATED - HEALTH,101
06/05/2019,21-24 Years,SUBSTANCE ABUSE TREATMENT,54
06/05/2019,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,105
06/05/2019,21-24 Years,SUBSTANCE ABUSE CONCURRENT,1
06/05/2019,21-24 Years,SUBSTANCE ABUSE & JOB SEARCH,57
06/05/2019,21-24 Years,STUDENT OVER AGE 15,1
06/05/2019,21-24 Years,SSI PENDING/APPEALING,45
06/05/2019,21-24 Years,SANCTION IN EFFECT,390
06/05/2019,21-24 Years,RECEIVING SSI,36
06/05/2019,16-17 Years,CALL-IN APPOINTMENT SCHEDULED,1
06/05/2019,16-17 Years,DASIS CASES,4
06/05/2019,16-17 Years,EMPLOYMENT-BUDGETED,13
06/05/2019,16-17 Years,SANCTION IN EFFECT,1
06/05/2019,16-17 Years,STUDENT OVER AGE 15,47
06/05/2019,18-20 Years,ACTIVE SINGLE ISSUE CASES,61
06/05/2019,18-20 Years,ASSIGNED JOB SEARCH,217
06/05/2019,18-20 Years,AWAITING CONCILIATION SCHED.,13
06/05/2019,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,478
06/05/2019,18-20 Years,CHILD UNDER 3 MONTHS,11
06/05/2019,18-20 Years,CONCILIATION/CONFERENCE,93
06/05/2019,18-20 Years,DASIS CASES,55
06/05/2019,18-20 Years,EDUCATION/TRAINING,294
06/05/2019,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,26
06/05/2019,18-20 Years,EMPLOYMENT- GRANT DIVERSION,28
06/05/2019,18-20 Years,EMPLOYMENT-BUDGETED,133
06/05/2019,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,33
06/05/2019,18-20 Years,FAIR HEARING (NOT CONTESTING),8
06/05/2019,18-20 Years,FTR/FTC,1
06/05/2019,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,2
06/05/2019,18-20 Years,NEEDED AT HOME,18
06/05/2019,18-20 Years,NOI ISSUED,162
06/05/2019,18-20 Years,OTHER WORK ACTIVITY,57
06/05/2019,18-20 Years,PENDING WECARE SCHEDULING/OUT,4
06/05/2019,18-20 Years,PREGNANT,1
06/05/2019,18-20 Years,RECEIVING SSI,17
06/05/2019,18-20 Years,SANCTION IN EFFECT,68
06/05/2019,18-20 Years,SSI PENDING/APPEALING,2
06/05/2019,18-20 Years,STUDENT OVER AGE 15,267
06/05/2019,18-20 Years,SUBSTANCE ABUSE & JOB SEARCH,10
06/05/2019,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,24
06/05/2019,18-20 Years,SUBSTANCE ABUSE TREATMENT,4
06/05/2019,18-20 Years,TEMP. INCAPACITATED - HEALTH,22
06/05/2019,18-20 Years,TEMPORARILY EXEMPT,20
06/05/2019,18-20 Years,UNENGAGED,8
06/05/2019,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,123
06/05/2019,18-20 Years,WECARE VOCATIONAL REHABILITAT,11
06/05/2019,18-20 Years,WELLNESS/REHAB PROGRAM,18
06/05/2019,21-24 Years,ACTIVE SINGLE ISSUE CASES,264
06/05/2019,21-24 Years,ASSIGNED JOB SEARCH,1012
06/05/2019,21-24 Years,AWAITING CONCILIATION SCHED.,18
06/05/2019,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,1142
06/05/2019,21-24 Years,CHILD UNDER 3 MONTHS,41
06/05/2019,21-24 Years,CONCILIATION/CONFERENCE,265
06/05/2019,21-24 Years,DASIS CASES,471
06/05/2019,21-24 Years,EDUCATION/TRAINING,319
06/05/2019,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,40
06/05/2019,21-24 Years,EMPLOYMENT- GRANT DIVERSION,214
06/05/2019,21-24 Years,EMPLOYMENT-BUDGETED,822
06/05/2019,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,144
06/05/2019,21-24 Years,FAIR HEARING (CONTESTING),14
06/05/2019,21-24 Years,FAIR HEARING (NOT CONTESTING),32
06/05/2019,21-24 Years,FTR/FTC,17
06/05/2019,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,8
06/05/2019,21-24 Years,NEEDED AT HOME,101
06/05/2019,21-24 Years,NOI ISSUED,430
06/05/2019,21-24 Years,NULL PIW STATUS,1
06/05/2019,21-24 Years,OTHER WORK ACTIVITY,115
06/05/2019,21-24 Years,PENDING SUITABLE WEP ASSIGN.,1
06/05/2019,21-24 Years,PENDING WECARE SCHEDULING/OUT,13
04/30/2019,16-17 Years,ACTIVE SINGLE ISSUE CASES,1
04/30/2019,16-17 Years,AWAITING CONCILIATION SCHED.,1
04/30/2019,16-17 Years,CALL-IN APPOINTMENT SCHEDULED,1
04/30/2019,16-17 Years,DASIS CASES,5
04/30/2019,16-17 Years,EMPLOYMENT-BUDGETED,12
04/30/2019,16-17 Years,SANCTION IN EFFECT,1
04/30/2019,16-17 Years,STUDENT OVER AGE 15,48
04/30/2019,18-20 Years,ACTIVE SINGLE ISSUE CASES,61
04/30/2019,18-20 Years,ASSIGNED JOB SEARCH,170
04/30/2019,18-20 Years,AWAITING CONCILIATION SCHED.,27
04/30/2019,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,338
04/30/2019,18-20 Years,CHILD UNDER 3 MONTHS,13
04/30/2019,18-20 Years,CONCILIATION/CONFERENCE,139
04/30/2019,18-20 Years,DASIS CASES,56
04/30/2019,18-20 Years,EDUCATION/TRAINING,512
04/30/2019,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,28
04/30/2019,18-20 Years,EMPLOYMENT- GRANT DIVERSION,25
04/30/2019,18-20 Years,EMPLOYMENT-BUDGETED,119
04/30/2019,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,30
04/30/2019,18-20 Years,FAIR HEARING (CONTESTING),1
04/30/2019,18-20 Years,FAIR HEARING (NOT CONTESTING),6
04/30/2019,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,2
04/30/2019,18-20 Years,NEEDED AT HOME,16
04/30/2019,18-20 Years,NOI ISSUED,134
04/30/2019,18-20 Years,OTHER WORK ACTIVITY,60
04/30/2019,18-20 Years,PENDING SUITABLE WEP ASSIGN.,1
04/30/2019,18-20 Years,PENDING WECARE SCHEDULING/OUT,3
04/30/2019,18-20 Years,RECEIVING SSI,12
04/30/2019,18-20 Years,SANCTION IN EFFECT,47
04/30/2019,18-20 Years,SSI PENDING/APPEALING,4
04/30/2019,18-20 Years,STUDENT OVER AGE 15,258
04/30/2019,18-20 Years,SUBSTANCE ABUSE & JOB SEARCH,16
04/30/2019,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,21
04/30/2019,18-20 Years,SUBSTANCE ABUSE TREATMENT,8
04/30/2019,18-20 Years,TEMP. INCAPACITATED - HEALTH,27
04/30/2019,18-20 Years,TEMPORARILY EXEMPT,17
04/30/2019,18-20 Years,UNENGAGED,9
04/30/2019,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,148
04/30/2019,18-20 Years,WECARE VOCATIONAL REHABILITAT,6
04/30/2019,18-20 Years,WELLNESS/REHAB PROGRAM,20
04/30/2019,21-24 Years,ACTIVE SINGLE ISSUE CASES,260
04/30/2019,21-24 Years,ASSIGNED JOB SEARCH,992
04/30/2019,21-24 Years,AWAITING CONCILIATION SCHED.,92
04/30/2019,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,1073
04/30/2019,21-24 Years,CHILD UNDER 3 MONTHS,50
04/30/2019,21-24 Years,CONCILIATION/CONFERENCE,338
04/30/2019,21-24 Years,DASIS CASES,475
04/30/2019,21-24 Years,EDUCATION/TRAINING,488
04/30/2019,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,42
04/30/2019,21-24 Years,EMPLOYMENT- GRANT DIVERSION,187
04/30/2019,21-24 Years,EMPLOYMENT-BUDGETED,833
04/30/2019,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,145
04/30/2019,21-24 Years,FAIR HEARING (CONTESTING),13
04/30/2019,21-24 Years,FAIR HEARING (NOT CONTESTING),48
04/30/2019,21-24 Years,FTR/FTC,11
04/30/2019,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,12
04/30/2019,21-24 Years,NEEDED AT HOME,113
04/30/2019,21-24 Years,NOI ISSUED,387
04/30/2019,21-24 Years,OTHER WORK ACTIVITY,119
04/30/2019,21-24 Years,PENDING SUITABLE WEP ASSIGN.,4
04/30/2019,21-24 Years,PENDING WECARE SCHEDULING/OUT,15
04/30/2019,21-24 Years,RECEIVING SSI,31
04/30/2019,21-24 Years,SANCTION IN EFFECT,317
04/30/2019,21-24 Years,SSI PENDING/APPEALING,43
04/30/2019,21-24 Years,SUBSTANCE ABUSE & JOB SEARCH,81
04/30/2019,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,100
04/30/2019,21-24 Years,SUBSTANCE ABUSE TREATMENT,50
04/30/2019,21-24 Years,TEMP. INCAPACITATED - HEALTH,103
04/30/2019,21-24 Years,TEMPORARILY EXEMPT,183
04/30/2019,21-24 Years,UNDERCARE AWAITING SCHEDULING,1
04/30/2019,21-24 Years,UNENGAGED,13
04/30/2019,21-24 Years,WAGE SUBSIDY,1
04/30/2019,21-24 Years,WECARE & SUBSTANCE ABUSE,1
04/30/2019,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,992
04/30/2019,21-24 Years,WECARE VOCATIONAL REHABILITAT,49
04/30/2019,21-24 Years,WECARE/CONCURRENT ACTIVITY,3
04/30/2019,21-24 Years,WELLNESS/REHAB PROGRAM,121
04/03/2019,16-17 Years,ACTIVE SINGLE ISSUE CASES,1
04/03/2019,16-17 Years,CALL-IN APPOINTMENT SCHEDULED,2
04/03/2019,16-17 Years,DASIS CASES,3
04/03/2019,16-17 Years,EMPLOYMENT-BUDGETED,13
04/03/2019,16-17 Years,NOI ISSUED,1
04/03/2019,16-17 Years,STUDENT OVER AGE 15,38
04/03/2019,18-20 Years,ACTIVE SINGLE ISSUE CASES,57
04/03/2019,18-20 Years,ASSIGNED JOB SEARCH,182
04/03/2019,18-20 Years,AWAITING CONCILIATION SCHED.,5
04/03/2019,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,398
04/03/2019,18-20 Years,CHILD UNDER 3 MONTHS,7
04/03/2019,18-20 Years,CONCILIATION/CONFERENCE,84
04/03/2019,18-20 Years,DASIS CASES,54
04/03/2019,18-20 Years,EDUCATION/TRAINING,507
04/03/2019,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,23
04/03/2019,18-20 Years,EMPLOYMENT- GRANT DIVERSION,25
04/03/2019,18-20 Years,EMPLOYMENT-BUDGETED,122
04/03/2019,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,28
04/03/2019,18-20 Years,FAIR HEARING (CONTESTING),4
04/03/2019,18-20 Years,FAIR HEARING (NOT CONTESTING),3
04/03/2019,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,2
04/03/2019,18-20 Years,NEEDED AT HOME,18
04/03/2019,18-20 Years,NOI ISSUED,217
04/03/2019,18-20 Years,OTHER WORK ACTIVITY,65
04/03/2019,18-20 Years,PENDING SUITABLE WEP ASSIGN.,1
04/03/2019,18-20 Years,PENDING WECARE SCHEDULING/OUT,4
04/03/2019,18-20 Years,RECEIVING SSI,9
04/03/2019,18-20 Years,SANCTION IN EFFECT,32
04/03/2019,18-20 Years,SSI PENDING/APPEALING,6
04/03/2019,18-20 Years,STUDENT OVER AGE 15,234
04/03/2019,18-20 Years,SUBSTANCE ABUSE & JOB SEARCH,16
04/03/2019,18-20 Years,SUBSTANCE ABUSE & TRAINING,1
04/03/2019,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,25
04/03/2019,18-20 Years,SUBSTANCE ABUSE TREATMENT,4
04/03/2019,18-20 Years,TEMP. INCAPACITATED - HEALTH,19
04/03/2019,18-20 Years,TEMPORARILY EXEMPT,20
04/03/2019,18-20 Years,UNDERCARE AWAITING SCHEDULING,3
04/03/2019,18-20 Years,UNENGAGED,11
04/03/2019,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,150
04/03/2019,18-20 Years,WECARE VOCATIONAL REHABILITAT,3
04/03/2019,18-20 Years,WELLNESS/REHAB PROGRAM,20
04/03/2019,21-24 Years,ACTIVE SINGLE ISSUE CASES,253
04/03/2019,21-24 Years,ASSIGNED JOB SEARCH,947
04/03/2019,21-24 Years,AWAITING CONCILIATION SCHED.,33
04/03/2019,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,1153
04/03/2019,21-24 Years,CHILD UNDER 3 MONTHS,45
04/03/2019,21-24 Years,CONCILIATION/CONFERENCE,357
04/03/2019,21-24 Years,DASIS CASES,480
04/03/2019,21-24 Years,EDUCATION/TRAINING,520
04/03/2019,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,47
04/03/2019,21-24 Years,EMPLOYMENT- GRANT DIVERSION,189
04/03/2019,21-24 Years,EMPLOYMENT-BUDGETED,824
04/03/2019,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,134
04/03/2019,21-24 Years,FAIR HEARING (CONTESTING),12
04/03/2019,21-24 Years,FAIR HEARING (NOT CONTESTING),22
04/03/2019,21-24 Years,FTR/FTC,9
04/03/2019,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,15
04/03/2019,21-24 Years,NEEDED AT HOME,117
04/03/2019,21-24 Years,NOI ISSUED,491
04/03/2019,21-24 Years,OTHER WORK ACTIVITY,113
04/03/2019,21-24 Years,PENDING CASAC SCHEDULING/OUT,2
04/03/2019,21-24 Years,PENDING SUITABLE WEP ASSIGN.,2
04/03/2019,21-24 Years,PENDING WECARE SCHEDULING/OUT,35
04/03/2019,21-24 Years,RECEIVING SSI,33
04/03/2019,21-24 Years,SANCTION IN EFFECT,239
04/03/2019,21-24 Years,SSI PENDING/APPEALING,41
04/03/2019,21-24 Years,SUBSTANCE ABUSE & JOB SEARCH,89
04/03/2019,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,110
04/03/2019,21-24 Years,SUBSTANCE ABUSE TREATMENT,52
04/03/2019,21-24 Years,TEMP. INCAPACITATED - HEALTH,51
04/03/2019,21-24 Years,TEMPORARILY EXEMPT,174
